Survey name,Availability of dietary data,ISO3,Year,Dietary assessment method,Representativeness,Sample size,Youngest age,Oldest age,Sex,Available dietary factors,FoodEx2 harmonization status,GDD model inclusion?,URL (public surveys only),surveyid,surveyround
Radhika et al.,Publicly Available,IND,2003,FFQ,Subnational,1902,20,79,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/17879493,101185,101185
National Nutrition Monitoring Bureau (NNMB) Rural Surveys,Available for Download,IND,2000,Single Recall,Local,1027,20,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Energy|Saturated Fat|Dietary Fiber|Calcium|Dietary Sodium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Energy|Saturated Fat|Dietary Fiber|Calcium|Dietary Sodium|Total Milk,,Yes,,100092,100050
Nutrition and health of adults,Available for Download,IND,1998,FFQ,Local,629,17.5,65,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Zinc|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin C|Zinc,,Yes,,119,1
Demographic and Health Survey 1998,Publicly Available,IND,1998,DHS Questionnaire,National,241716,0,49,Male|Female,Fruits|Non-Starchy Vegetables|Beans and Legumes|Unprocessed Red Meats|Eggs|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Unprocessed Red Meats|Eggs|Total Milk,,Yes,https://dhsprogram.com/what-we-do/survey/survey-display-156.cfm,5026,1
National Nutrition Monitoring Bureau (NNMB) Rural Surveys,Available for Download,IND,1996,Single Recall,Local,1000,20,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Energy|Saturated Fat|Dietary Fiber|Calcium|Dietary Sodium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Energy|Saturated Fat|Dietary Fiber|Calcium|Dietary Sodium|Total Milk,,Yes,,100091,100049
"INTERSALT,Stok, Ladakh",Publicly Available,IND,1985,Biomarker,Subnational,25,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101032,101032
"INTERSALT, New Delhi",Publicly Available,IND,1985,Biomarker,Subnational,25,20,59,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/2810325,101033,101033
Health Behavior in School-Aged Children 2010,Publicly Available,IRL,2010,FFQ,National,4655,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5347,1
"SLÁN, 2007 & SLÁN 1997/1998",Private,IRL,2007,Multiple Recall,National,1000,65,100,,Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium,,Yes,,100100,100124
Health Behavior in School-Aged Children 2006,Publicly Available,IRL,2006,FFQ,National,4806,11,15,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5346,1
"SLÁN, 2007 & SLÁN 1997/1998",Private,IRL,2005,Multiple Recall,National,250,13,17,,Total Energy|Saturated Fat|Dietary Fiber|Calcium|Dietary Sodium|Total Energy|Saturated Fat|Dietary Fiber|Calcium|Dietary Sodium,,Yes,,100100,100122
"National Childrens Food Survey, 2005",Private,IRL,2003,Multiple Recall,National,250,5,9,,Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium,,Yes,,100102,100120
"The National Teens food Survey, 2008",Private,IRL,2003,Multiple Recall,National,109,10,12,,Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium|Total Energy|Saturated Fat|Dietary Cholesterol|Dietary Fiber|Calcium,,Yes,,100103,100121
Health Behavior in School-Aged Children 2002,Publicly Available,IRL,2001,FFQ,National,2875,10.75,16.416666,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,http://www.hbsc.org/,5345,1
"SLÁN, 2007 & SLÁN 1997/1998",Private,IRL,1999,Multiple Recall,National,1000,18,64,,Total Energy|Dietary Fiber|Calcium|Total Energy|Dietary Fiber|Calcium,,Yes,,100100,100123
Irish Community Health and Nutrition Survey,Publicly Available,IRL,1999,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533757,100101,100183
Health Behavior in School-Aged Children 1998,Publicly Available,IRL,1997,FFQ,National,4394,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Potatoes|Refined Grains|Whole Grains|Sugar-Sweetened Beverages|Coffee|Reduced Fat Milk|Whole Fat Milk,,Yes,http://www.hbsc.org/,5825,1
North South Ireland Food Consumption Survey (NSIFCS),Private,IRL,1997,Multiple Recall,National,1000,18,64,,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruit Juice|Total Energy|Total Milk|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruit Juice|Total Energy|Total Milk,,Yes,,100099,100119
Irish Community Health and Nutrition Survey,Publicly Available,IRL,1994,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533756,100098,100182
Irish Community Health and Nutrition Survey,Publicly Available,IRL,1987,Household Availability/Budget Survey,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/14533755,100097,100181
Flynn et al.,Publicly Available,IRL,1987,Biomarker,Subnational,46,20,60,,Dietary Sodium|Dietary Sodium,,Yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/ECC2BA6E24020B9760B025A4F32C41D3/S0029665190000386a.pdf/sodium-and-potassium-intakes-in-ireland.pdf,101271,101271
Yazd Health Study,,IRN,2014,FFQ,Subnational,9876,1,5,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Refined Grains|Total Processed Meats|Unprocessed Red Meats|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Refined Grains|Total Processed Meats|Unprocessed Red Meats|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Total Milk,,Yes,,159,1
Isfahan Salt Study,Available for Download,IRN,2013,FFQ,Local,2155,6,74,Male|Female,Fruits|Potatoes|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Total Seafoods|Eggs|Fruit Juice|Reduced Fat Milk|Total Carbohydrates|Total Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A with Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein|Fruits|Potatoes|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Total Seafoods|Eggs|Fruit Juice|Reduced Fat Milk|Total Carbohydrates|Total Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Dietary Cholesterol|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A with Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein,,Yes,,154,1
The CASPIAN IV study,Available for Download,IRN,2012,FFQ,National,13486,6,18,Male|Female,Fruits|Non-Starchy Vegetables|Refined Grains|Sugar-Sweetened Beverages|Whole Fat Milk|Fruits|Non-Starchy Vegetables|Refined Grains|Sugar-Sweetened Beverages|Whole Fat Milk,,Yes,,178,1
Tehran Lipid and Glucose Study,,IRN,2012,FFQ,Local,6530,3,90,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein,,Yes,,220,3
Fourth Surveillance of Risk Factors of Non-Communicable Diseases (SuRFNCD-2011),Available for Download,IRN,2011,DHS Questionnaire,National,11599,4.490593,70.185829,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,281,1
Tehran Lipid and Glucose Study,,IRN,2009,FFQ,Local,7214,3,87,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein,,Yes,,220,2
Isfahan Healthy Heart Program,Available for Download,IRN,2007,Single Recall,Subnational,1490,15,100,Male|Female,Fruits|Potatoes|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Fruit Juice|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Glycemic Index|Glycemic Load|Total Milk|Fruits|Potatoes|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Yogurt|Fruit Juice|Total Protein|Dietary Fiber|Calcium|Dietary Sodium|Iodine|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Glycemic Index|Glycemic Load|Total Milk,In Progress,Yes,,141,1
Third Surveillance of Risk Factors of Non-Communicable Diseases (SuRFNC-2007),Available for Download,IRN,2007,DHS Questionnaire,National,5149,14,64,Male|Female,Fruits|Non-Starchy Vegetables|Fruits|Non-Starchy Vegetables,,Yes,,174,1
Dietary habits and gastric cancer risk in north,Available for Download,IRN,2005,FFQ,Subnational,304,37,84,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Refined Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Fruit Juice|Total Energy|Total Carbohydrates|Total Protein|Monounsaturated Fat|Total Omega-6 Fatty Acids|Trans Fatty Acid|Dietary Cholesterol|Calcium|Dietary Sodium|Iodine|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Nuts and Seeds|Refined Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Fruit Juice|Total Energy|Total Carbohydrates|Total Protein|Monounsaturated Fat|Total Omega-6 Fatty Acids|Trans Fatty Acid|Dietary Cholesterol|Calcium|Dietary Sodium|Iodine|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Milk,,Yes,,214,1
Tehran Lipid and Glucose Study,,IRN,2005,FFQ,Local,3425,3,84,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein|Fruits|Non-Starchy Vegetables|Potatoes|Other Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Refined Grains|Whole Grains|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Eggs|Cheese|Yogurt|Sugar-Sweetened Beverages|Fruit Juice|Coffee|Tea|Reduced Fat Milk|Whole Fat Milk|Total Energy|Total Carbohydrates|Total Protein|Animal Protein|Dairy Protein|Plant Protein|Saturated Fat|Monounsaturated Fat|Total Omega-6 Fatty Acids|Seafood Omega-3 Fat|Plant Omega-3 Fat|Trans Fatty Acid|Dietary Cholesterol|Dietary Fiber|Added Sugars|Calcium|Dietary Sodium|Iron|Magnesium|Potassium|Selenium|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B6|Vitamin B9|Vitamin B12|Vitamin C|Vitamin D|Vitamin E|Zinc|Total Animal Protein,,Yes,,220,1
Non communicable disease surveillance in Islamic Republic of Iran,Available for Download,IRN,2005,Single Recall,National,3533,15,64,,Fruits|Non-Starchy Vegetables|Total Processed Meats|Sugar-Sweetened Beverages|Total Milk|Fruits|Non-Starchy Vegetables|Total Processed Meats|Sugar-Sweetened Beverages|Total Milk,,Yes,,100096,100224
Prevalence of Obesity,Available for Download,IRN,2004,FFQ,Subnational,300,15,70,Male|Female,Total Energy|Total Protein|Calcium|Total Energy|Total Protein|Calcium,,Yes,,152,1
The Influence of Environmental Factors on Gastric Cancer in the Northwest of Iran,,IRN,2003,FFQ,Subnational,366,22,106,Male|Female,Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Total Seafoods|Cheese|Fruit Juice|Tea|Total Milk|Fruits|Non-Starchy Vegetables|Potatoes|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Total Seafoods|Cheese|Fruit Juice|Tea|Total Milk,,Yes,,283,1
"National Comprehensive Study on Household Food Consumption Pattern and Nutritional Status I.R.IRAN, 2001-2003",Private,IRN,2001,FFQ,National,7158,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Energy|Dietary Fiber|Calcium|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Unprocessed Red Meats|Total Energy|Dietary Fiber|Calcium|Total Milk,,Yes,,100095,100159
Consumption of trans fats and estimated effects on coronary heart disease in Iran,Publicly Available,IRN,2001,Multiple Recall,National,1000,0,100,,Trans Fatty Acid|Trans Fatty Acid,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/17268422,100294,100341
Rafiei et al.,Publicly Available,IRN,2001,Biomarker,Subnational,304,20,60,,Dietary Sodium|Dietary Sodium,,Yes,https://pdfs.semanticscholar.org/2d68/a891a8cd03d4b262f6d08de0241005a5b311.pdf,101266,101266
Rahmani et al.,Publicly Available,IRN,2000,FFQ,Subnational,644,20,79,,Dietary Sodium|Dietary Sodium,,Yes,http://ijem.sbmu.ac.ir/browse.php?a_id=72&sid=1&slc_lang=en,101235,101235
Azizi et al. (1 of 2),Publicly Available,IRN,1998,FFQ,Subnational,340,20,79,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/12596960,101118,101118
Azizi et al. (2 of 2),Publicly Available,IRN,1998,FFQ,Subnational,343,20,79,,Dietary Sodium|Dietary Sodium,,Yes,https://www.ncbi.nlm.nih.gov/pubmed/12596960,101119,101119
Fluoride intake of 4 year old Iranian Children,Private,IRN,1995,Multiple Recall,National,129,4,4.1199999,Male|Female,Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin B12|Vitamin C|Total Energy|Total Carbohydrates|Total Protein|Dietary Fiber|Calcium|Iron|Vitamin A without Supplements|Vitamin B1|Vitamin B2|Vitamin B3|Vitamin B9|Vitamin B12|Vitamin C,,Yes,,163,1
Comprehensive National Household Food Consumption Survey,Private,IRN,1990,Multiple Recall,National,1000,0,100,,Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk|Fruits|Non-Starchy Vegetables|Beans and Legumes|Nuts and Seeds|Total Processed Meats|Unprocessed Red Meats|Total Seafoods|Sugar-Sweetened Beverages|Fruit Juice|Seafood Omega-3 Fat|Total Milk,,Yes,,100251,100298
Global Student Based Student Health Survey 2012,Publicly Available,IRQ,2012,FFQ,National,2007,11,16,Male|Female,Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages|Fruits|Non-Starchy Vegetables|Sugar-Sweetened Beverages,,Yes,https://www.cdc.gov/gshs/countries/eastmediter/iraq.htm,5342,1
